analysis,pathway,NES,padj,gene_symbol
D1_center_primary_PHpass,SPERMATOGENESIS,1.15184263136762,0.396694463225903,STAM2
D1_center_primary_PHpass,SPERMATOGENESIS,1.15184263136762,0.396694463225903,SEPTIN4
D1_center_primary_PHpass,SPERMATOGENESIS,1.15184263136762,0.396694463225903,HSPA2
D1_center_primary_PHpass,TGF_BETA_SIGNALING,0.823857038535387,0.867392563482139,UBE2D3
D1_center_primary_PHpass,TGF_BETA_SIGNALING,0.823857038535387,0.867392563482139,RHOA
D1_center_primary_PHpass,TGF_BETA_SIGNALING,0.823857038535387,0.867392563482139,PPP1CA
D1_center_primary_PHpass,TGF_BETA_SIGNALING,0.823857038535387,0.867392563482139,PPM1A
D1_center_primary_PHpass,TGF_BETA_SIGNALING,0.823857038535387,0.867392563482139,CDH1
D1_center_primary_PHpass,TGF_BETA_SIGNALING,0.823857038535387,0.867392563482139,RAB31
D1_center_primary_PHpass,TGF_BETA_SIGNALING,0.823857038535387,0.867392563482139,SMAD1
D1_center_primary_PHpass,TGF_BETA_SIGNALING,0.823857038535387,0.867392563482139,SPTBN1
D1_center_primary_PHpass,TNFA_SIGNALING_VIA_NFKB,0.934099186482046,0.786354541816727,NAMPT
D1_center_primary_PHpass,TNFA_SIGNALING_VIA_NFKB,0.934099186482046,0.786354541816727,B4GALT1
D1_center_primary_PHpass,TNFA_SIGNALING_VIA_NFKB,0.934099186482046,0.786354541816727,PDLIM5
D1_center_primary_PHpass,TNFA_SIGNALING_VIA_NFKB,0.934099186482046,0.786354541816727,TNC
D1_center_primary_PHpass,TNFA_SIGNALING_VIA_NFKB,0.934099186482046,0.786354541816727,MAP2K3
D1_center_primary_PHpass,TNFA_SIGNALING_VIA_NFKB,0.934099186482046,0.786354541816727,TRIP10
D1_center_primary_PHpass,TNFA_SIGNALING_VIA_NFKB,0.934099186482046,0.786354541816727,IRS2
D1_center_primary_PHpass,TNFA_SIGNALING_VIA_NFKB,0.934099186482046,0.786354541816727,RELA
D1_center_primary_PHpass,TNFA_SIGNALING_VIA_NFKB,0.934099186482046,0.786354541816727,PTX3
D1_center_primary_PHpass,TNFA_SIGNALING_VIA_NFKB,0.934099186482046,0.786354541816727,CCN1
D1_center_primary_PHpass,TNFA_SIGNALING_VIA_NFKB,0.934099186482046,0.786354541816727,EFNA1
D1_center_primary_PHpass,TNFA_SIGNALING_VIA_NFKB,0.934099186482046,0.786354541816727,NFKB1
D1_center_primary_PHpass,TNFA_SIGNALING_VIA_NFKB,0.934099186482046,0.786354541816727,DNAJB4
D1_center_primary_PHpass,TNFA_SIGNALING_VIA_NFKB,0.934099186482046,0.786354541816727,TNFAIP8
D1_center_primary_PHpass,TNFA_SIGNALING_VIA_NFKB,0.934099186482046,0.786354541816727,B4GALT5
D1_center_primary_PHpass,TNFA_SIGNALING_VIA_NFKB,0.934099186482046,0.786354541816727,LDLR
D1_center_primary_PHpass,TNFA_SIGNALING_VIA_NFKB,0.934099186482046,0.786354541816727,IL6ST
D1_center_primary_PHpass,TNFA_SIGNALING_VIA_NFKB,0.934099186482046,0.786354541816727,RIGI
D1_center_primary_PHpass,UNFOLDED_PROTEIN_RESPONSE,1.26998166694024,0.133819264279369,PAIP1
D1_center_primary_PHpass,UNFOLDED_PROTEIN_RESPONSE,1.26998166694024,0.133819264279369,EEF2
D1_center_primary_PHpass,UNFOLDED_PROTEIN_RESPONSE,1.26998166694024,0.133819264279369,KHSRP
D1_center_primary_PHpass,UNFOLDED_PROTEIN_RESPONSE,1.26998166694024,0.133819264279369,EIF4A3
D1_center_primary_PHpass,UNFOLDED_PROTEIN_RESPONSE,1.26998166694024,0.133819264279369,TARS1
D1_center_primary_PHpass,UNFOLDED_PROTEIN_RESPONSE,1.26998166694024,0.133819264279369,DNAJA4
