Time,model,gene_symbol,logHR,HR,SE,z,pval,lower95,upper95,PH_chisq,PH_p,fit_ok,N,Events,padj,PH_FDR,PH_pass_nominal,entry_day
D1,center_primary,ABHD16A,0.0341232855785451,1.03471216395273,0.330169644868621,0.103350765610579,0.91768458616625,0.541724707048626,1.97633456311168,0.11106407513902,0.738935938387581,TRUE,168,27,0.952082401979711,0.971098862019354,TRUE,0
D1,center_primary,ABHD17B,-0.0360720091109473,0.964570833094126,0.236404530037493,-0.152585947084966,0.878724807819595,0.606884750235241,1.53307014502384,0.234063087488007,0.628527340127484,TRUE,168,27,0.931616588317628,0.951163002511168,TRUE,0
D1,center_primary,ABI1,0.726312118331084,2.06744204964595,0.261437750709245,2.7781455293304,0.00546701267050473,1.23850318641012,3.4511955040129,0.92396895467338,0.336435007819719,TRUE,168,27,0.0316189851531867,0.78512460222909,TRUE,0
D1,center_primary,ABI2,0.0728028720538868,1.07551850126315,0.215215077622128,0.338279607814993,0.73515248945852,0.705385421059644,1.63986951250234,0.112738737018441,0.737047409527247,TRUE,168,27,0.841204813069719,0.971098862019354,TRUE,0
D1,center_primary,ABI3BP,0.593808575192999,1.81087214119802,0.186023980293499,3.19210767480687,0.00141238670869195,1.25760393738092,2.60754424687669,6.48937486631265,0.0108521132581113,TRUE,168,27,0.0128239259738573,0.277019791591969,FALSE,0
D1,center_primary,ABLIM1,0.371151497671341,1.44940263787894,0.204212808723354,1.81747413392731,0.0691445454062785,0.97132102495399,2.16279474315914,0.0661134916563248,0.797081939681592,TRUE,168,27,0.173420785404097,0.972088373548014,TRUE,0
D1,center_primary,ABLIM3,-0.0586637665400849,0.943023792009637,0.264097985254408,-0.222128792400948,0.824213624599647,0.561981523463522,1.58242546270111,0.544401253902903,0.460614406029093,TRUE,168,27,0.894880301295497,0.875800207734414,TRUE,0
D1,center_primary,ABRAXAS2,0.397749976540987,1.48847183050422,0.234483167952118,1.69628370349469,0.089832165200678,0.94004400815668,2.35685603118626,0.667609415456323,0.413886317179009,TRUE,168,27,0.20995153205828,0.845024621218865,TRUE,0
D1,center_primary,ABTB3,-0.105404125843384,0.899960751688817,0.209485531912175,-0.503157067131366,0.61485384700549,0.596910422045011,1.35686917947502,0.353496693315045,0.552140379830265,TRUE,168,27,0.762907030786511,0.928808292137253,TRUE,0
D1,center_primary,ACAA1,0.354333949909603,1.42523106280062,0.158418387926415,2.23669710661486,0.0253061432448776,1.0448147689217,1.94415665129636,0.201062155702168,0.653864867091388,TRUE,168,27,0.0856430611999132,0.95914560942451,TRUE,0
D1,center_primary,ACAA2,0.466291949263675,1.59407231966019,0.155008774594888,3.00816486345576,0.00262830513309853,1.17642518237299,2.15998994103576,0.111626025758983,0.738300468662822,TRUE,168,27,0.0192527077329996,0.971098862019354,TRUE,0
D1,center_primary,ACACA,-0.0555254991188043,0.945987901505001,0.21763581247356,-0.255130341315265,0.798622430419417,0.617495280568602,1.44923068718809,0.408089683969621,0.522940702193887,TRUE,168,27,0.882306777940238,0.916188410475388,TRUE,0
D1,center_primary,ACAD8,0.545003748126905,1.72461484643963,0.18726840288279,2.91028139150638,0.00361103482655642,1.19478281373148,2.48940337471949,1.37599396265488,0.240784701565739,TRUE,168,27,0.0238784299537648,0.688590936211984,TRUE,0
D1,center_primary,ACAD9,0.00473416845034623,1.00474539233073,0.229702738253684,0.0206099782977677,0.983556780626989,0.640520004388046,1.5760839575562,3.62747776677639,0.0568328855104095,TRUE,168,27,0.990200707957802,0.409344667942076,TRUE,0
D1,center_primary,ACADS,0.476744623605551,1.6108220256022,0.157993243967488,3.01750006287393,0.00254868988221724,1.18185301165423,2.19549095579435,0.00188177037728241,0.965399116733209,TRUE,168,27,0.0189022042161261,0.991903278690686,TRUE,0
D1,center_primary,ACAP1,0.416301220228915,1.51634255313682,0.194527322142392,2.14006554783181,0.0323494698607507,1.03565561935004,2.22013446892363,5.9787406656413,0.0144793374202141,TRUE,168,27,0.101256303894383,0.295760530727321,FALSE,0
D1,center_primary,ACAP2,0.339394461215323,1.40409709783622,0.200432831388739,1.69330772241135,0.0903969089704705,0.947956494530166,2.07972483075737,0.701229405677695,0.402370904239404,TRUE,168,27,0.210889838808292,0.837372316824752,TRUE,0
D1,center_primary,ACAT1,0.468036845315334,1.59685623827478,0.158237102922461,2.95781985811937,0.00309823125963013,1.17104653406845,2.17749659943748,0.653508721719057,0.418861006283398,TRUE,168,27,0.0217372454089617,0.847225648213627,TRUE,0
D1,center_primary,ACAT2,0.496080163590783,1.64227120289873,0.156799628647526,3.16378404636362,0.00155732303081683,1.20774929250026,2.23312463987212,0.0704351653731672,0.790704230695966,TRUE,168,27,0.0137246444113317,0.972088373548014,TRUE,0
