pathway	Time	ref_NES	ref_ES	ref_pval	ref_FDR	ref_log2err	ref_coverage	ref_status	ref_family_eligible_n	ref_family_finite_p_n	ref_LE	control_NES	control_ES	control_pval	control_FDR	control_log2err	control_coverage	control_status	control_family_eligible_n	control_family_finite_p_n	control_LE	delta_NES	ref_signed_NES_rank	control_signed_NES_rank	rank_shift	direction_same	FDR_status	ref_LE_n	control_LE_n	shared_LE_n	LE_Jaccard	shared_universe_LE_Jaccard	added_in_control_LE_n	added_fraction_control_LE	added_abs_z_share_control_LE
"MYC_TARGETS_V1"	"D5"	0.991233758268169	0.226535567857652	0.515448455154485	0.755991067559911	0.0139882090330077	129	"estimable"	44	44	"ETF1;G3BP1;EIF4H;GSPT1;PABPC1;KARS1;VDAC1;RPLP0;LSM7;SF3A1;CCT3;LSM2;DHX15;RANBP1;PRPS2;IMPDH2;PABPC4;H2AZ1;EIF3B;CTPS1;CNBP;CCT4;EPRS1;HNRNPA1;EIF3D;SRSF1;CUL1;SERBP1;CYC1;EIF2S1;TUFM;TCP1;PTGES3;PA2G4;ILF2;RACK1;ACP1;IARS1;HNRNPA2B1;C1QBP;EIF4E;PGK1;EIF1AX;NPM1;CCT2;CCT7;CCT5;AIMP2;TOMM70;SLC25A3;TARDBP;FAM120A;AP3S1"	1.13803227789821	0.267050422470251	0.168283171682832	0.35951404859514	0.0320771367626586	156	"estimable"	47	47	"CSTF2;HDGF;ETF1;SRM;G3BP1;EIF4H;GSPT1;EIF3J;PABPC1;KARS1;VDAC1;RPLP0;LSM7;SF3A1;CCT3;TRA2B;LSM2;DHX15;RANBP1;PRPS2;IMPDH2;PABPC4;H2AZ1;EIF3B;CTPS1;CNBP;CCT4;XRCC6;EPRS1;HNRNPA1;EIF3D;SRSF1;CUL1;COX5A;SERBP1;CYC1;EIF2S1;TUFM;HSPD1;TCP1;PTGES3;RSL1D1;PA2G4;ILF2;RACK1;CDK2;ACP1;IARS1;HNRNPA2B1;C1QBP;DUT;EIF4E;PGK1;EIF1AX;NPM1;PRDX3;CCT2;CCT7;CCT5;AIMP2;TOMM70;SLC25A3;TARDBP;FAM120A;AP3S1"	0.146798519630041	30	24	-6	TRUE	"neither"	53	65	53	0.815384615384615	1	12	0.184615384615385	0.202391479664246
"MYC_TARGETS_V2"	"D5"	NA	NA	NA	NA	NA	11	"coverage_outside_original_15_to_500"	44	44	NA	1.30882720277191	0.40250500869378	0.124574259469502	0.358155708996297	0.0389487240861868	20	"estimable"	47	47	"SRM;TCOF1;MYBBP1A;NOP2;SORD;HSPD1;PA2G4;FARSA;NPM1;AIMP2;IPO4;HSPE1;PHB1;PRMT3"	NA	NA	10	NA	NA	"not_comparable"	0	14	0	0	0	5	0.357142857142857	0.410060600995291
"MYOGENESIS"	"D5"	1.09921849179222	0.266181101667911	0.306461292258452	0.554158831766353	0.0217090382618752	71	"estimable"	44	44	"COL6A3;COL6A2;AGRN;STC2;AEBP1;MYL6B;PRNP;COL1A1;SOD3;COL4A2;COL3A1;AGL;APOD;MYL1;COL15A1;MYL4;MYL3;GABARAPL2;SPTAN1"	1.1703761315852	0.287116192966879	0.165083491650835	0.35951404859514	0.0324488378594357	93	"estimable"	47	47	"COL6A3;COL6A2;AGRN;LAMA2;STC2;AEBP1;MYL6B;MRAS;IGFBP7;BIN1;PRNP;FST;TAGLN;COL1A1;SOD3;COL4A2;COL3A1;AGL;APOD;MYL1;COL15A1;MYL4;MYL3;GABARAPL2;SPTAN1"	0.0711576397929798	24	20	-4	TRUE	"neither"	19	25	19	0.76	1	6	0.24	0.255238649089907
"NOTCH_SIGNALING"	"D5"	NA	NA	NA	NA	NA	10	"coverage_outside_original_15_to_500"	44	44	NA	NA	NA	NA	NA	NA	12	"coverage_outside_original_15_to_500"	47	47	NA	NA	NA	NA	NA	NA	"not_comparable"	0	0	0	NA	NA	0	NA	NA
"OXIDATIVE_PHOSPHORYLATION"	"D5"	1.21223210544002	0.28651900322192	0.128287171282872	0.478417152434461	0.037613471209552	89	"estimable"	44	44	"ACAA2;AFG3L2;SLC25A20;VDAC1;OPA1;ACAT1;NDUFB8;TIMM13;BAX;DLD;NDUFS2;ATP6V1D;ATP5ME;ATP6V1G1;COX6C;ALDH6A1;ETFDH;MGST3;CYC1;ETFB;NDUFB5;ACAA1;COX6B1;ATP6V1E1;ATP6AP1;ATP6V1C1;TCIRG1;IDH1;NDUFA5;COX7A2L;NDUFC2;GPX4;TOMM70;SLC25A3;UQCRC2;HADHA;RHOT2;UQCRFS1;MAOB;ATP5F1E;VDAC3;SDHB;MFN2;NDUFB7;UQCRH;NDUFS8;NDUFA3;HCCS;MTX2;VDAC2;GLUD1;COX4I1;PHB2;IMMT;SLC25A5;NDUFV1;ATP6V1H;CPT1A;SDHA;ATP5PB;NDUFA8;NDUFA7;UQCRC1;LRPPRC;AIFM1;POR"	1.25209035837555	0.293218437508979	0.0410958904109589	0.297480251974803	0.0697294585228188	160	"estimable"	47	47	"ECI1;ACAA2;DLST;ACADSB;AFG3L2;IDH3A;SLC25A20;VDAC1;HSD17B10;IDH3B;ECHS1;OPA1;COX17;ACAT1;NDUFB8;ATP5F1D;OGDH;TIMM13;BAX;DLD;NDUFS2;ATP6V1D;ATP5ME;COX5A;ATP6V1G1;COX6C;ALDH6A1;ETFDH;MGST3;NDUFS3;CYC1;ETFB;NDUFB5;ACAA1;ACADM;COX6B1;NDUFS7;HADHB;ATP5MF;NDUFA2;ATP6V1E1;ATP6AP1;DECR1;ATP6V1C1;ETFA;TCIRG1;SUCLA2;SLC25A11;IDH1;NDUFB3;TOMM22;ACO2;NDUFA5;PDHA1;ATP5PD;CASP7;COX7A2L;PRDX3;ATP5MG;NDUFC2;CS;GPX4;ACADVL;MDH2;COX7A2;TOMM70;NDUFA9;SLC25A3;UQCRC2;HADHA;ATP5F1A;RHOT2;UQCRFS1;MAOB;ATP5F1E;VDAC3;SLC25A6;SDHB;MFN2;ATP5F1B;NDUFB7;UQCRH;IDH2;NDUFS8;DLAT;PDP1;NDUFA3;HCCS;FH;HSPA9;ISCU;MTX2;VDAC2;GLUD1;COX4I1;MRPL11;PHB2;IMMT;SLC25A5;NDUFV1;ATP6V1H;ATP5F1C;ATP5PF;ATP5PO"	0.03985825293553	14	12	-2	TRUE	"neither"	66	104	57	0.504424778761062	0.863636363636364	47	0.451923076923077	0.457060426825554
"P53_PATHWAY"	"D5"	1.18091208934112	0.297309668150592	0.206589224914881	0.478417152434461	0.0283023335695062	52	"estimable"	44	44	"HMOX1;INHBB;GM2A;BMP2;FDXR;DEF6;ABAT;TCN2;DGKA;MAPKAPK3;BAX;CYFIP2;EPS8L2;KIF13B;HINT1;EPHX1;RHBDF2;SEC61A1;RACK1;VAMP8;CDKN2AIP;ELP1"	1.10319343582482	0.275144550502041	0.2846	0.461248275862069	0.0228764801286867	80	"estimable"	47	47	"HMOX1;INHBB;GM2A;BMP2;FDXR;FUCA1;DEF6;ABAT;TCN2;NDRG1;DGKA;MAPKAPK3;BAX;CYFIP2;PROCR;EPS8L2;KIF13B;TPRKB;HINT1;NOTCH1;EPHX1;RHBDF2;TXNIP;SEC61A1;RACK1;VAMP8;CDKN2AIP;ELP1"	-0.0777186535162999	17	28	11	TRUE	"neither"	22	28	22	0.785714285714286	1	6	0.214285714285714	0.207580303767016
"PANCREAS_BETA_CELLS"	"D5"	NA	NA	NA	NA	NA	7	"coverage_outside_original_15_to_500"	44	44	NA	NA	NA	NA	NA	NA	9	"coverage_outside_original_15_to_500"	47	47	NA	NA	NA	NA	NA	NA	"not_comparable"	0	0	0	NA	NA	0	NA	NA
"PEROXISOME"	"D5"	1.22363373342345	0.31421602495718	0.169979919678715	0.478417152434461	0.0319630032939332	45	"estimable"	44	44	"VPS4B;EPHX2;PABPC1;HMGCL;CTPS1;HSD17B11;CNBP;ECI2;PRDX5;ABCD1;ABCD3;ACAA1;ACOT8;SLC35B2;IDH1;ACSL1;ALDH9A1;GSTK1;CTBP1;SCP2;SLC27A2;MVP;CRAT;FIS1"	1.2178924421391	0.317216743135663	0.152406684679276	0.358155708996297	0.0340433059732153	54	"estimable"	47	47	"VPS4B;EPHX2;PABPC1;HMGCL;TSPO;CTPS1;HSD17B11;CNBP;ECI2;SOD2;PRDX5;ABCD1;ABCD3;ACAA1;ACOT8;SLC35B2;IDH1;ACSL1;MLYCD;ALDH9A1;GSTK1;CTBP1;ABCB1;SCP2;SLC27A2;MVP;CRAT;FIS1;IDH2;PEX14;ISOC1;HSD17B4"	-0.00574129128434997	13	14	1	TRUE	"neither"	24	32	24	0.75	0.888888888888889	5	0.15625	0.153603136553416
"PI3K_AKT_MTOR_SIGNALING"	"D5"	0.963548686810758	0.239795450744744	0.56016016016016	0.760493827160494	0.0128002127229092	57	"estimable"	44	44	"PIN1;MAP2K3;PRKAG1;GSK3B;ITPR2;RPS6KA3;RALB;STAT2;RPS6KA1;CFL1;GRK2;MYD88;PPP1CA;ACACA;PRKCB;TRAF2;SMAD2;VAV3;PDK1;RIT1;EIF4E"	0.945035522058546	0.239833381004532	0.6042	0.744854668489885	0.0116784187036384	68	"estimable"	47	47	"PIN1;RAF1;MAP2K3;PRKAG1;GSK3B;ITPR2;RPS6KA3;RALB;STAT2;RPS6KA1;CFL1;GRK2;MYD88;PPP1CA;ACACA;PRKCB;TRAF2;SMAD2;VAV3;CDK2;PDK1;RIT1;EIF4E;PPP2R1B;UBE2D3;AP2M1"	-0.018513164752212	31	36	5	TRUE	"neither"	21	26	21	0.807692307692308	0.91304347826087	3	0.115384615384615	0.110842116719915
"PROTEIN_SECRETION"	"D5"	1.03987845884053	0.252286208767793	0.413482696539308	0.649758523133198	0.017187501667655	70	"estimable"	44	44	"RAB5A;VPS4B;SNX2;IGF2R;STX12;RPS6KA3;SEC24D;NAPG;RER1;OCRL;AP2B1;AP2S1;ARFIP1;VAMP3;TSG101;STX7;VPS45;AP2M1;TMED2;AP3B1;RAB14;RAB22A;AP3S1;SCAMP1;SEC31A;ARCN1;MON2;VAMP7;GLA;GNAS;NAPA;SCAMP3;TMX1;COPB2;RAB2A;COPB1;BET1;ATP6V1H;ARFGEF1;SEC22B;CLTA;KIF1B;ATP1A1;ARF1;LMAN1;TOM1L1;COPE;ZW10;TMED10;USO1;GBF1;SNAP23;CLTC;ARFGEF2;AP1G1;MAPK1"	1.01611205530492	0.25270812943629	0.456654334566543	0.649721444447652	0.015737355899145	82	"estimable"	47	47	"RAB5A;VPS4B;SNX2;IGF2R;PAM;STX12;RPS6KA3;SEC24D;NAPG;RER1;TPD52;OCRL;AP2B1;AP2S1;PPT1;ARFIP1;VAMP3;TSG101;STX7;VPS45;AP2M1;TMED2;AP3B1;RAB14;RAB22A;AP3S1;LAMP2;SCAMP1;RAB9A;SEC31A;ARCN1;MON2;VAMP7;GLA;GNAS;NAPA;SCAMP3;TMX1;COPB2;RAB2A;COPB1;BET1;ATP6V1H;ARFGEF1;SEC22B;CLTA;KIF1B;ATP1A1;ARF1;LMAN1;TOM1L1;COPE;ZW10;GALC;TMED10;USO1;GBF1;SNAP23;CLTC;DST;ARFGEF2;AP1G1;MAPK1"	-0.02376640353561	28	32	4	TRUE	"neither"	56	63	56	0.888888888888889	1	7	0.111111111111111	0.114336720320772
"REACTIVE_OXYGEN_SPECIES_PATHWAY"	"D5"	1.21216838484016	0.349095604548124	0.218075262183837	0.479765576804442	0.0278104263660417	23	"estimable"	44	44	"HMOX2;PRNP;FES;PFKP;NDUFS2;MPO;OXSR1;SELENOS;GPX4;GCLM;MGST1"	1.00333985992802	0.28325170067433	0.483835118205698	0.649721444447652	0.0150510271154263	31	"estimable"	47	47	"HMOX2;PRNP;FES;PFKP;NDUFS2;MPO;SOD2;OXSR1;SELENOS;GPX4;GCLM;MGST1;GPX3;GLRX"	-0.20882852491214	15	34	19	TRUE	"neither"	11	14	11	0.785714285714286	1	3	0.214285714285714	0.186565943719898
"SPERMATOGENESIS"	"D5"	0.50335082740403	0.144961346616526	0.982418260333128	0.982418260333128	0.00311693056889912	23	"estimable"	44	44	"CLPB;MTOR;NCAPH;CSNK2A2;GSTM3;STRBP;NF2;VDAC3;AGFG1;TSN;HSPA1L;PRKAR2A;STAM2;JAM3;HSPA2;SEPTIN4;PEBP1;PHKG2;SLC12A2"	0.638722575123492	0.182662307319554	0.932732245973052	0.973372781065089	0.00423668966876434	29	"estimable"	47	47	"CLPB;MTOR;NCAPH;CSNK2A2;GSTM3;IP6K1;STRBP;NF2;VDAC3;PSMG1;AGFG1;TSN;BRAF;RFC4;HSPA1L;PRKAR2A;HSPA4L;STAM2;JAM3;HSPA2;SEPTIN4;PEBP1;PHKG2;SLC12A2;PGS1"	0.135371747719462	44	45	1	TRUE	"neither"	19	25	19	0.76	1	6	0.24	0.219229127127852
"TGF_BETA_SIGNALING"	"D5"	1.37426567804301	0.408416646923607	0.0935873412450552	0.457538112753603	0.0459169499433583	20	"estimable"	44	44	"LTBP2;FURIN;BMP2;RAB31;RHOA;FNTA;PPP1CA;SPTBN1;ACVR1;UBE2D3"	1.33937449682426	0.387487943201992	0.0950929594635782	0.358155708996297	0.0449082019903916	27	"estimable"	47	47	"LTBP2;SERPINE1;FURIN;BMP2;RAB31;RHOA;FNTA;PPP1CA;SPTBN1;ACVR1;UBE2D3"	-0.03489118121875	5	7	2	TRUE	"neither"	10	11	10	0.909090909090909	1	1	0.0909090909090909	0.112028207154309
"TNFA_SIGNALING_VIA_NFKB"	"D5"	1.63524207088574	0.423782729743785	0.00438768174872507	0.0965289984719516	0.129006250027651	42	"estimable"	44	44	"TNFAIP6;TNC;CXCL10;B4GALT1;B4GALT5;EHD1;MARCKS;PTX3;BMP2;IRS2;MAP2K3;DNAJB4;EFNA1;CCRL2;TRIP10;TLR2;NFKB1;PDLIM5;CCN1;NAMPT"	1.50686559299466	0.38183375814549	0.0042802146280491	0.0670566958394358	0.129006250027651	69	"estimable"	47	47	"TNFAIP6;TNC;CXCL10;B4GALT1;CCL20;B4GALT5;SERPINE1;EHD1;EDN1;MARCKS;PTX3;CXCL6;BMP2;CXCL11;IRS2;MAP2K3;DNAJB4;PLAU;EFNA1;LITAF;RHOB;SOD2;CCRL2;TRIP10;TLR2;NFKB1;PDLIM5;CCN1;NAMPT"	-0.12837647789108	2	3	1	TRUE	"neither"	20	29	20	0.689655172413793	1	9	0.310344827586207	0.31004377694737
"UNFOLDED_PROTEIN_RESPONSE"	"D5"	1.31799926099661	0.330188128838697	0.0768922707248698	0.422907488986784	0.0500375312463182	54	"estimable"	44	44	"HYOU1;STC2;SRPRA;PAIP1;KHSRP;EXOC2;TARS1;SHC1;LSM4;EIF4A3;LSM1;DNAJC3;SRPRB;ATP6V0D1;EIF4G1;FUS;EIF2S1;EEF2;DCTN1;IARS1;EDC4;EIF4E;NPM1;CNOT2;SKIC3;ERO1A;H2AX"	1.25048226633944	0.317350388236325	0.1016	0.358155708996297	0.0429123935596061	68	"estimable"	47	47	"HYOU1;BAG3;STC2;SRPRA;PAIP1;KHSRP;IGFBP1;EXOC2;TARS1;SHC1;LSM4;EIF4A3;LSM1;DNAJC3;SRPRB;ATP6V0D1;EIF4G1;FUS;EIF2S1;EEF2;DCTN1;IARS1;EDC4;EIF4E;DNAJB9;NPM1;CNOT2;EXOSC2;GEMIN4;SKIC3;ERO1A;H2AX"	-0.0675169946571701	9	13	4	TRUE	"neither"	27	32	27	0.84375	1	5	0.15625	0.154419273775792
"UV_RESPONSE_DN"	"D5"	0.622500242813412	0.15786649550751	0.956417192666066	0.981715781910181	0.00314970615150096	49	"estimable"	44	44	"NRP1;COL1A2;COL1A1;EFEMP1;COL3A1;LAMC1;WDR37;NFKB1;PDLIM5;CCN1;NOTCH2;PRKCA;ADD3;NEK7;DYRK1A;FHL2;MAPK14;PEX14;PLCB4;CDC42BPA;COL5A2;IGFBP5;SRI;SLC7A1;FBLN5;IGF1R;ATP2C1;DLG1;MAP1B;PRKAR2B"	0.659378159655519	0.169157777553765	0.959295929592959	0.973372781065089	0.00297907934046214	61	"estimable"	47	47	"SERPINE1;NRP1;COL1A2;COL1A1;EFEMP1;COL3A1;LAMC1;ZMIZ1;RASA2;WDR37;NFKB1;PDLIM5;CCN1;NOTCH2;PRKCA;ADD3;NEK7;DYRK1A;TGFBR3;FHL2;SCAF8;MAPK14;PEX14;PLCB4;CDC42BPA;COL5A2;IGFBP5;SRI;SLC7A1;FBLN5;IGF1R;YTHDC1;ATP2C1;DLG1;MAP1B;PRKAR2B"	0.0368779168421071	43	44	1	TRUE	"neither"	30	36	30	0.833333333333333	1	6	0.166666666666667	0.179836642304803
"UV_RESPONSE_UP"	"D5"	1.36333322789695	0.337081158630197	0.04652791675005	0.3412047228337	0.0653662929462658	60	"estimable"	44	44	"IGFBP2;HMOX1;FURIN;PPAT;PDAP1;MGAT1;BMP2;OLFM1;STIP1;SPR;TARS1;RAB27A;CYB5B;EIF5;ACAA1;DNAJA1;EPHX1;GGH;ATP6V1C1;ARRB2;AP2S1;PRKCD;ICAM1;H2AX;GLS;CCND3;EIF2S3;CASP3;MMP14;MARK2;TST;CNP;CYB5R1"	1.39214704932899	0.348166047556079	0.0193	0.226775	0.102976480753546	78	"estimable"	47	47	"IGFBP2;HMOX1;FURIN;PDLIM3;PPAT;PDAP1;MGAT1;BMP2;OLFM1;STIP1;SPR;TARS1;RAB27A;NAT1;RHOB;CYB5B;EIF5;SOD2;ACAA1;DNAJA1;EPHX1;GGH;ATP6V1C1;CDK2;ARRB2;AP2S1;PRKCD;PPT1;ICAM1;H2AX;ABCB1;GLS;CCND3;EIF2S3;GPX3;CASP3;PRKACA;MMP14;MARK2;TST;FKBP4;CNP;CYB5R1"	0.0288138214320399	6	5	-1	TRUE	"neither"	33	43	33	0.767441860465116	1	10	0.232558139534884	0.215875873559985
"WNT_BETA_CATENIN_SIGNALING"	"D5"	NA	NA	NA	NA	NA	7	"coverage_outside_original_15_to_500"	44	44	NA	NA	NA	NA	NA	NA	14	"coverage_outside_original_15_to_500"	47	47	NA	NA	NA	NA	NA	NA	"not_comparable"	0	0	0	NA	NA	0	NA	NA
"XENOBIOTIC_METABOLISM"	"D5"	0.926414989719057	0.223404348016132	0.639955982392957	0.780846600024682	0.0108289131350231	74	"estimable"	44	44	"CBR1;HMOX1;LONP1;IGFBP4;MT2A;MTHFD1;KARS1;BLVRB;NMT1;FBLN1;UGDH;CNDP2;CYFIP2;CASP6;GART;ETFDH;DHRS7;EPHX1;PTGES3;COMT;IDH1;ACP1;PDLIM5;TKFC"	1.00309080581275	0.24474341134247	0.480851914808519	0.649721444447652	0.0149908483997974	98	"estimable"	47	47	"CBR1;SERPINE1;HMOX1;LONP1;IGFBP4;MT2A;MTHFD1;SHMT2;KARS1;IGFBP1;BLVRB;NMT1;FBLN1;UGDH;CNDP2;CYFIP2;CASP6;GART;ETFDH;DHRS7;MCCC2;EPHX1;PTGES3;SSR3;ACOX3;TGFB2;COMT;IDH1;ACP1;PDLIM5;GSS;TKFC;ACO2"	0.0766758160936929	35	35	0	TRUE	"neither"	24	33	24	0.727272727272727	1	9	0.272727272727273	0.263514741185352
