pathway	Time	ref_NES	ref_ES	ref_pval	ref_FDR	ref_log2err	ref_coverage	ref_status	ref_family_eligible_n	ref_family_finite_p_n	ref_LE	control_NES	control_ES	control_pval	control_FDR	control_log2err	control_coverage	control_status	control_family_eligible_n	control_family_finite_p_n	control_LE	delta_NES	ref_signed_NES_rank	control_signed_NES_rank	rank_shift	direction_same	FDR_status	ref_LE_n	control_LE_n	shared_LE_n	LE_Jaccard	shared_universe_LE_Jaccard	added_in_control_LE_n	added_fraction_control_LE	added_abs_z_share_control_LE
"INFLAMMATORY_RESPONSE"	"D1"	0.90459144963643	0.302838411011568	0.724227577242276	0.910457525676004	0.0089025938381817	56	"estimable"	44	44	"STAB1;NAMPT;SRI;CCL24;TIMP1;PVR;TNFSF10;ABI1;MSR1;TNFAIP6;RHOG;SCARF1;RELA;C5AR1;SLC7A1;NMI;BST2;NFKB1;CD14;SELENOS;MARCO;LCP2;FPR1;CD40;LDLR;TLR2;CD48;CD55;SELL;LYN;GNAI3;EIF2AK2;TAPBP;ATP2B1;CYBB;CD69;ITGA5;KIF1B"	0.910493366051067	0.297423759121194	0.73042695730427	0.858251674832517	0.00876452488229391	77	"estimable"	47	47	"SERPINE1;STAB1;NAMPT;EDN1;SRI;CCL24;TIMP1;PVR;PTPRE;TNFSF10;ABI1;PLAUR;MSR1;TNFAIP6;RHOG;CCL20;IL18;SCARF1;RELA;C5AR1;SLC7A1;NMI;ADRM1;BST2;NFKB1;CD14;SELENOS;MARCO;LCP2;FPR1;CXCL6;CD82;IL18R1;CD40;LDLR;TLR2;CD48;C3AR1;CD55"	0.005901916414637	35	40	5	TRUE	"neither"	38	39	28	0.571428571428571	0.736842105263158	11	0.282051282051282	0.288058000268006
"INTERFERON_ALPHA_RESPONSE"	"D1"	0.587200293498661	0.204051713003308	0.982881169286215	1	0.00196964868847161	36	"estimable"	44	44	"C1S;PSME1;PSME2;LAP3;GMPR;LGALS3BP;CNP;NMI;IFI35;BST2;TRIM25;PARP9;TRIM21;CMPK2;SELL"	0.784253526534947	0.262465628734223	0.897169150745224	0.920801398121058	0.00489377078169958	55	"estimable"	47	47	"C1S;ISG20;PSME1;PROCR;PSME2;CD74;LAP3;GMPR;LGALS3BP;CNP;CASP1;NMI;IFI35;BST2;ADAR;TXNIP;PSMA3;ISG15;TRIM25;MOV10;MVB12A;PARP9;TRIM21;CMPK2;SELL;UBE2L6"	0.197053233036286	43	45	2	TRUE	"neither"	15	26	15	0.576923076923077	1	11	0.423076923076923	0.41828696971912
"INTERFERON_GAMMA_RESPONSE"	"D1"	0.95860766419248	0.312840981141647	0.616538346165384	0.843003868213952	0.0113779026608199	80	"estimable"	44	44	"MT2A;C1S;NAMPT;PSME1;PTPN6;VCAM1;SRI;PSME2;TNFSF10;LAP3;HLA-A;PFKP;TNFAIP6;PTPN1;ISOC1;C1R;OAS3;LGALS3BP;SERPING1;MVP;NMI;SELP;IFI35;BPGM;BST2;CFB;PML;CD38;NFKB1;CD274;STAT1;LCP2;TRIM25;FPR1;SAMHD1;VAMP5;HLA-B;CD40;OAS2;ZNFX1;TRIM21;STAT3;CMPK2;RIGI"	0.957440044045438	0.305248060324126	0.634036596340366	0.802834210526316	0.0109608054737589	111	"estimable"	47	47	"MT2A;SOD2;C1S;NAMPT;ISG20;PSME1;PTPN6;VCAM1;SRI;PSME2;TNFSF10;CD74;LAP3;HLA-A;FAS;PFKP;TNFAIP6;PTPN1;UPP1;ISOC1;C1R;OAS3;LGALS3BP;SERPING1;MVP;CASP1;NMI;SELP;IFI35;BPGM;BST2;CFB;PML;CD38;ADAR;TXNIP;NFKB1;PSMB2;PSMA3;CD274;ISG15;STAT1;LCP2;TMT1B;TRIM25;FPR1;SAMHD1;VAMP5;HLA-B;CD40;OAS2;ZNFX1;CASP7;TRIM21;STAT3;CMPK2;RIGI"	-0.00116762014704197	32	34	2	TRUE	"neither"	44	57	44	0.771929824561403	1	13	0.228070175438597	0.233132521402432
"KRAS_SIGNALING_DN"	"D1"	1.20270379127347	0.469980726517831	0.195528999690945	0.36956304369563	0.0298123151023384	15	"estimable"	44	44	"SELENOP;IGFBP2;LFNG"	0.941725259256675	0.33443119108514	0.614712089237263	0.802834210526316	0.0114961335805546	30	"estimable"	47	47	"SELENOP;IGFBP2;LFNG;EDN1"	-0.260978532016795	22	37	15	TRUE	"neither"	3	4	3	0.75	1	1	0.25	0.235859065515224
"KRAS_SIGNALING_UP"	"D1"	0.82667367534305	0.281679197826923	0.845184518451845	0.969003099690031	0.00617857506307064	45	"estimable"	44	44	"BMP2;LCP1;ANGPTL4;WDR33;ADAMDEC1;NRP1;SPARCL1;CBL;SPON1;EPB41L3;PLAT;CD37;APOD;BPGM;CFB;ENG;PIGR;FCER1G;MMP9;DOCK2;ADAM17;RETN;PECAM1;ACE;F13A1;ITGB2;GUCY1A1;STRN"	0.975034854140769	0.318718168390949	0.568243175682432	0.802834210526316	0.0125757900296836	76	"estimable"	47	47	"PLVAP;GLRX;BMP2;GPNMB;LCP1;ANGPTL4;SERPINA3;WDR33;ADAMDEC1;NRP1;SPARCL1;PLAUR;FUCA1;CBL;SPON1;EPB41L3;ITGBL1;CCL20;PLAT;CD37;CTSS;LY96;ARG1;MAP4K1;CBR4;APOD;BPGM;CFB;ENG;PLAU"	0.148361178797719	39	33	-6	TRUE	"neither"	28	30	16	0.380952380952381	0.571428571428571	14	0.466666666666667	0.469244577871451
"MITOTIC_SPINDLE"	"D1"	0.847216649924027	0.273005813885961	0.880911908809119	0.969003099690031	0.0053044936278106	98	"estimable"	44	44	"WASL;WASF2;FSCN1;MYH10;SEPTIN9;ARHGDIA;NOTCH2;CD2AP;PAFAH1B1;CDC42;FLNB;MAP1S;PDLIM5;ABI1;RALBP1;ARL8A;YWHAE;ARF6;CAPZB;DYNC1H1;EZR;SOS1;MYO1E;MAPRE1;SPTAN1;EPB41L2;STAU1;CLIP1;MARCKS;ARHGEF2;SORBS2;PREX1;AKAP13;ARHGEF7;RHOT2;SMC3;NCK1;DYNLL2;CLASP1;KATNB1;HDAC6;ARHGAP4;KIF5B;SPTBN1;DOCK2;LMNB1;SMC1A;CKAP5;CEP192;ACTN4;ROCK1;CLIP2;NUMA1;KLC1;WASF1;RHOF;MYO9B;HOOK3;ALS2;TUBA4A"	0.894811488082117	0.284812504211121	0.801019898010199	0.877394306038225	0.00719052179505829	116	"estimable"	47	47	"WASL;WASF2;FSCN1;MYH10;SEPTIN9;ARHGDIA;NOTCH2;CD2AP;BIN1;PAFAH1B1;CDC42;FLNB;MAP1S;PDLIM5;ABI1;RALBP1;ARL8A;YWHAE;ARF6;CAPZB;DYNC1H1;PXN;EZR;SOS1;RASA2;MYO1E;MAPRE1;SPTAN1;EPB41L2;STAU1;ABL1;TUBGCP6;CLIP1;MARCKS;LATS1;ARHGEF2;SORBS2;PREX1;AKAP13;ARHGEF7;RHOT2;SMC3;NCK1;DYNLL2;SMC4;CLASP1;KATNB1;HDAC6;ARHGAP4;KIF5B;SPTBN1;DOCK2;LMNB1;SMC1A;STK38L;CKAP5;ARHGAP27;CEP192;ACTN4;ROCK1;KATNA1;CLIP2;NUMA1;KLC1;WASF1"	0.04759483815809	37	41	4	TRUE	"neither"	60	65	55	0.785714285714286	0.916666666666667	10	0.153846153846154	0.136672070393286
"MTORC1_SIGNALING"	"D1"	1.29545985988187	0.415008920904174	0.0073576977535443	0.0404673376444936	0.129006250027651	110	"estimable"	44	44	"GMPS;PHGDH;ENO1;PGK1;YKT6;PDAP1;ETF1;STIP1;LDHA;QDPR;SORD;NAMPT;PGM1;TES;CCT6A;USO1;GCLC;UBE2D3;GAPDH;ATP6V1D;CORO1A;PPA1;LTA4H;SLC7A5;NMT1;IDH1;DHCR7;EPRS1;COPS5;MAP2K3;NHERF1;HSPA4;PFKL;HPRT1;ABCF2;ARPC5L;EIF2S2;NIBAN1;GSK3B;TXNRD1;PSMC2;PSMC6;RAB1A;PITPNB;CACYBP;ALDOA;PSMC4;FDXR;SLC1A5;HSPA5;HSP90B1"	1.3897525156752	0.439479952500372	0.00036584178757932	0.00343891280324561	0.157999743098826	130	"estimable"	47	47	"STC1;GMPS;PHGDH;ENO1;GLRX;PGK1;YKT6;PDAP1;ETF1;STIP1;TPI1;LDHA;QDPR;SORD;NAMPT;PGM1;HMBS;TES;CCT6A;USO1;GCLC;UBE2D3;GAPDH;ATP6V1D;CORO1A;PPA1;LTA4H;GBE1;SLC7A5;NMT1;IDH1;DHCR7;EPRS1;COPS5;SHMT2;PSMG1;MAP2K3;NHERF1;HSPA4;PFKL;GPI;HPRT1;ABCF2;ARPC5L;EIF2S2;PSMA4;NIBAN1;GSK3B;TXNRD1;PSMC2;PSMC6;RAB1A;PITPNB;CACYBP;ALDOA;PSMC4;FDXR;SLC1A5;HSPD1;HSPA5;HSP90B1"	0.0942926557933299	15	8	-7	TRUE	"both_FDR_lt_05"	51	61	51	0.836065573770492	1	10	0.163934426229508	0.172157099367111
"MYC_TARGETS_V1"	"D1"	1.62024898774769	0.515045937030151	2.24675702658143e-08	9.88573091695829e-07	0.232569324665012	129	"estimable"	44	44	"CNBP;RACK1;SERBP1;PGK1;HNRNPA1;ETF1;CUL1;LDHA;GLO1;EIF3B;SRSF1;G3BP1;RPLP0;EIF4H;EIF3D;DHX15;PABPC4;HNRNPA2B1;SYNCRIP;ACP1;PTGES3;NPM1;CCT3;PABPC1;CCT4;BUB3;EIF4A1;ILF2;HNRNPD;HSP90AB1;SRSF2;CCT7;PRPS2;LSM7;NME1;LSM2;SF3A1;PRDX4;CCT2;EPRS1;EIF1AX;CTPS1;TOMM70;SRSF7;HNRNPR;TCP1;COPS5;RPS6;RPS3;XPO1;EEF1B2;YWHAE;CCT5;PSMD8;GSPT1;RAN;HPRT1;PSMA1;EIF4E;SRSF3;EIF2S1;KARS1;RPL22;SNRPA;EIF2S2;KPNB1;APEX1;RPS5;PSMC6;RPL18;RPL34;RAD23B;PSMA6;RNPS1;PSMA7;PA2G4;PCBP1;HNRNPA3;PSMC4;IARS1;RPL14;PSMD3;ABCE1;YWHAQ;RPL6;SNRPB2;AIMP2;IMPDH2;RUVBL2;PSMD7;RPS2"	1.63733579898128	0.513206016592921	1.27310318604858e-09	5.98358497442831e-08	0.249819528956881	156	"estimable"	47	47	"CNBP;CSTF2;RACK1;SERBP1;PGK1;HNRNPA1;ETF1;CUL1;LDHA;GLO1;EIF3B;SRSF1;G3BP1;RPLP0;EIF4H;EIF3D;HDGF;DHX15;PABPC4;HNRNPA2B1;SYNCRIP;CLNS1A;ACP1;PTGES3;NPM1;CCT3;PABPC1;CCT4;BUB3;EIF4A1;ILF2;HNRNPD;HSP90AB1;SRSF2;CCT7;PRPS2;LSM7;NME1;LSM2;SF3A1;PRDX4;CCT2;EPRS1;EIF1AX;CTPS1;TOMM70;SRSF7;HNRNPR;TCP1;COPS5;RPS6;XRCC6;RPS3;XPO1;RPS10;EEF1B2;YWHAE;CCT5;PSMD8;GSPT1;RAN;MCM5;ERH;HPRT1;PSMA1;EIF4E;SRSF3;EIF2S1;KARS1;RPL22;SNRPA;EIF2S2;TRA2B;KPNB1;APEX1;PSMA4;EIF3J;RPS5;RSL1D1;PSMC6;RPL18;RPL34;RAD23B;PSMA6;RNPS1;PSMA7;PA2G4;PCBP1;HNRNPA3;PSMC4;IARS1;RPL14;PSMD3;ABCE1;YWHAQ;RPL6;SNRPB2;HSPD1;AIMP2;IMPDH2;RUVBL2;NCBP1;PSMD7;RPS2;GOT2;CAD"	0.01708681123359	1	2	1	TRUE	"both_FDR_lt_05"	91	106	91	0.858490566037736	0.989130434782609	14	0.132075471698113	0.12693098988416
"MYC_TARGETS_V2"	"D1"	NA	NA	NA	NA	NA	11	"coverage_outside_original_15_to_500"	44	44	NA	1.33200570051395	0.49982560992326	0.0720105927887554	0.199088109474794	0.0523249586548089	20	"estimable"	47	47	"NOP2;SORD;PRMT3;TCOF1;NPM1;FARSA;MYBBP1A;MCM5;MRTO4;PA2G4;HSPD1;AIMP2"	NA	NA	11	NA	NA	"not_comparable"	0	12	0	0	0	5	0.416666666666667	0.408178154021903
"MYOGENESIS"	"D1"	1.29338009040431	0.425488856734424	0.0218978102189781	0.0875912408759124	0.0965275765869161	71	"estimable"	44	44	"AEBP1;COL1A1;AGL;LDB3;COL6A2;SOD3;COL6A3;MAPRE3;AGRN;MYL3;STC2;MYL4;CSRP3;AK1;COL3A1;GABARAPL2;MYL6B;MYL1;ENO3"	1.240949095743	0.400147160253148	0.0385961403859614	0.124380895243809	0.072048676645702	93	"estimable"	47	47	"AEBP1;COL1A1;AGL;LDB3;LAMA2;COL6A2;SOD3;COL6A3;MAPRE3;AGRN;MYL2;MYL3;STC2;MYL4;CSRP3;AK1;COL3A1;TAGLN;GABARAPL2;MYL6B;MYL1;ENO3;BIN1;MEF2D;EIF4A2;GAA;PYGM;FDPS;SORBS1;CKB;PFKM;ACSL1;COL15A1;TNNI1;FHL1;SPTAN1;GPX3;SIRT2;TNNT1;CRYAB;APOD;COL4A2;ABLIM1;RIT1;MRAS;PLXNB2;MYO1C"	-0.05243099466131	16	16	0	TRUE	"neither"	19	47	19	0.404255319148936	0.542857142857143	12	0.25531914893617	0.236666956537495
"NOTCH_SIGNALING"	"D1"	NA	NA	NA	NA	NA	10	"coverage_outside_original_15_to_500"	44	44	NA	NA	NA	NA	NA	NA	12	"coverage_outside_original_15_to_500"	47	47	NA	NA	NA	NA	NA	NA	"not_comparable"	0	0	0	NA	NA	0	NA	NA
"OXIDATIVE_PHOSPHORYLATION"	"D1"	0.496345064729751	0.160959465641745	1	1	0	89	"estimable"	44	44	"LDHA;ETFB;ATP6V1D;SUCLG1;ALDH6A1;ACAA2;ACAT1;BAX;IDH1;TOMM70;GPX4;ATP6V1E1;ATP6V1F;ATP6V1H;ATP6V1G1;MDH1;ACAA1;LDHB"	0.478265190827386	0.149721054269609	1	1	0	160	"estimable"	47	47	"LDHA;ETFB;ATP6V1D;SUCLG1;ALDH6A1;ACAA2;ACAT1;DECR1;ACADM;BAX;ETFA;IDH1;ACADSB;COX17;TOMM70;GPX4;IDH2;ATP6V1E1;ACADVL;GPI;ECI1;ECHS1;ATP6V1F;ATP6V1H;ATP6V1G1;MDH1;ACAA1;LDHB;UQCR11;ACO2;DLST;GOT2;MDH2;ATP6V1C1;NDUFV1;HSPA9;POR;HADHA;OGDH;OPA1;AIFM1;FH;HSD17B10;HADHB;RHOT2;GLUD1;CASP7;SDHA;ATP5F1B;ETFDH;GRPEL1;ISCU;CS;ATP5F1E;ECH1;PRDX3;ATP5F1A;MRPL15;SDHB;ATP5ME;CYB5R3;NDUFA9;NDUFS4;TIMM13;COX7A2;UQCRC2;PDHB;SLC25A5;NDUFS2;PHB2;ATP5F1D;ATP6AP1;ATP5MG;HCCS;SUCLA2;RHOT1;NDUFS6;NDUFA7;ATP5PO;DLD;PDHA1;COX5A;TCIRG1;MGST3;ATP5F1C;SLC25A11;CYC1;NDUFV2;VDAC2;IMMT;NDUFS1;NDUFS7;DLAT;ATP5PF;TIMM50;NDUFA2;HTRA2;ATP5PD;COX6B1;COX15;MAOB;NDUFA4;PMPCA;CPT1A;NDUFAB1;SLC25A6;IDH3G;SLC25A3"	-0.018079873902365	44	47	3	TRUE	"neither"	18	108	18	0.166666666666667	0.321428571428571	52	0.481481481481482	0.450082966281317
"P53_PATHWAY"	"D1"	1.20399521919118	0.405655200518254	0.1097	0.229847619047619	0.0411104208438996	52	"estimable"	44	44	"HINT1;RACK1;BMP2;INHBB;GM2A;AK1;CDKN2AIP;HMOX1;EPS8L2;ABAT;CYFIP2;BAX;RPS12;DCXR;TCN2;MAPKAPK3;SLC3A2;RPL18;TNNI1;LDHB;FDXR"	1.11196909508997	0.362304368256785	0.2199	0.43627303936273	0.027177118944096	80	"estimable"	47	47	"HINT1;RACK1;BMP2;INHBB;GM2A;NDRG1;AK1;CDKN2AIP;HMOX1;PROCR;EPS8L2;ABAT;CYFIP2;BAX;PTPRE;RPS12;DCXR;FUCA1;TCN2;MAPKAPK3;SLC3A2;FAS;RPL18;SDC1;UPP1;TNNI1;LDHB;FDXR;RPL36"	-0.0920261241012099	21	23	2	TRUE	"neither"	21	29	21	0.724137931034483	1	8	0.275862068965517	0.245500639725191
"PANCREAS_BETA_CELLS"	"D1"	NA	NA	NA	NA	NA	7	"coverage_outside_original_15_to_500"	44	44	NA	NA	NA	NA	NA	NA	9	"coverage_outside_original_15_to_500"	47	47	NA	NA	NA	NA	NA	NA	"not_comparable"	0	0	0	NA	NA	0	NA	NA
"PEROXISOME"	"D1"	1.33614527705734	0.45527557130153	0.0266026602660266	0.0900397732080901	0.0873572860780536	45	"estimable"	44	44	"CNBP;ALDH9A1;EPHX2;CTBP1;PABPC1;IDE;ECI2;IDH1;HMGCL;EHHADH;SERPINA6;VPS4B;CTPS1;ALDH1A1;HSD17B4;FDPS;FIS1;ACSL1;ISOC1;PRDX5;ACAA1;YWHAH;SCP2;MVP"	1.32990075422747	0.445736421735662	0.0270135067533767	0.105291925848371	0.0866887573078026	54	"estimable"	47	47	"CNBP;SOD2;ALDH9A1;EPHX2;CTBP1;PABPC1;IDE;ECI2;IDH1;HMGCL;EHHADH;SERPINA6;VPS4B;CTPS1;IDH2;ALDH1A1;HSD17B4;FDPS;FIS1;ACSL1;ISOC1;PRDX5;ACAA1;SEMA3C;YWHAH;SCP2;MVP"	-0.0062445228298702	11	12	1	TRUE	"neither"	24	27	24	0.888888888888889	1	3	0.111111111111111	0.121290373429453
"PI3K_AKT_MTOR_SIGNALING"	"D1"	1.13295414295929	0.378875580708638	0.201579842015798	0.36956304369563	0.0287150604792945	57	"estimable"	44	44	"PIN1;ARHGDIA;TRAF2;UBE2N;UBE2D3;CFL1;PRKAG1;RAC1;MAP2K3;DUSP3;EIF4E;PPP1CA;RPS6KA1;GSK3B;MAPK1;GRB2;ARF1;YWHAB;HSP90B1;AP2M1;ACTR2;PRKAR2A;GRK2;CAB39;PRKCB;ARPC3;RALB;RIT1;ACTR3;RPS6KA3;NCK1;PFN1"	1.08268383660095	0.356823609889474	0.300930093009301	0.523841273016191	0.021993248483235	68	"estimable"	47	47	"PIN1;ARHGDIA;TRAF2;UBE2N;UBE2D3;CFL1;PRKAG1;RAC1;MAP2K3;DUSP3;EIF4E;PPP1CA;RPS6KA1;GSK3B;MAPK1;GRB2;ARF1;YWHAB;HSP90B1;AP2M1;ACTR2;PRKAR2A;GRK2;CAB39;PRKCB;ARPC3;MAPK9;RALB;RIT1;ACTR3;RPS6KA3;NCK1;PFN1;NFKBIB"	-0.0502703063583401	24	27	3	TRUE	"neither"	32	34	32	0.941176470588235	1	2	0.0588235294117647	0.0436932154568557
"PROTEIN_SECRETION"	"D1"	0.803106936943468	0.26449571028362	0.909009099090091	0.972617024011885	0.00456447141707323	70	"estimable"	44	44	"SEC24D;YKT6;IGF2R;USO1;RAB5A;SEC31A;SNX2;VPS4B;ARCN1;TSG101;AP2S1;ATP6V1H;RAB14;MAPK1;NAPA;RAB2A;ARF1;AP2B1;AP2M1;ATP1A1;COPB2;DNM1L;COPE;COPB1;RPS6KA3;OCRL;GNAS;RAB22A;AP3S1;VPS45;STX12;AP1G1;CLTC;STX7;AP3B1;ADAM10;SNAP23"	0.817774663497523	0.266003256736881	0.901209879012099	0.920801398121058	0.00477660704332006	82	"estimable"	47	47	"SEC24D;YKT6;PAM;IGF2R;USO1;RAB5A;SEC31A;SNX2;VPS4B;ARCN1;TSG101;TPD52;AP2S1;ATP6V1H;RAB14;MAPK1;NAPA;RAB2A;ARF1;AP2B1;AP2M1;ATP1A1;COPB2;DNM1L;COPE;COPB1;RPS6KA3;OCRL;GNAS;RAB22A;AP3S1;GALC;VPS45;STX12;AP1G1;CLTC;STX7;AP3B1;ADAM10;SNAP23;PPT1;CLTA;CLCN3;LMAN1;KIF1B;STAM;ERGIC3;VAMP4;TMED10;RAB9A;M6PR;NAPG;GBF1;ARFGEF1;ARFGAP3;TMX1;SEC22B;VAMP3;LAMP2"	0.014667726554055	40	44	4	TRUE	"neither"	37	59	37	0.627118644067797	0.725490196078431	8	0.135593220338983	0.113048537892959
"REACTIVE_OXYGEN_SPECIES_PATHWAY"	"D1"	1.08214636220772	0.395999128735191	0.352288767896753	0.553596635266327	0.0196890022793749	23	"estimable"	44	44	"PRDX6;GCLC;PRDX4;GPX4;PFKP;TXNRD1;OXSR1;GCLM;PTPA;MBP;G6PD;SELENOS;GSR;MSRA;MGST1;PDLIM1;LAMTOR5;PRNP;FES;NDUFS2"	1.2002094190021	0.424314947337413	0.16905933139243	0.378370884544963	0.0320656807677177	31	"estimable"	47	47	"SOD2;GLRX;PRDX6;GCLC;PRDX4;GPX4;SCAF4;PFKP;TXNRD1;OXSR1;GPX3;GCLM;PTPA;MBP;G6PD;SELENOS;PRDX2;GSR;MSRA;MGST1;PDLIM1;LAMTOR5"	0.11806305679438	28	20	-8	TRUE	"neither"	20	22	17	0.68	0.85	5	0.227272727272727	0.293405503061102
"SPERMATOGENESIS"	"D1"	1.06634994351676	0.390218609336692	0.379411171607179	0.57565832933503	0.0185758249932293	23	"estimable"	44	44	"PEBP1;STRBP;IDE;TALDO1;CLPB;AGFG1;HSPA1L;NF2;PRKAR2A;HBZ;GSTM3;MTOR;STAM2;SEPTIN4;HSPA2;ACE"	1.06042325707034	0.378103638448408	0.393406372499749	0.614877944214205	0.0179921333745853	29	"estimable"	47	47	"PEBP1;STRBP;IDE;TALDO1;CLPB;PSMG1;AGFG1;HSPA1L;NF2;PRKAR2A;HBZ;RFC4;GSTM3"	-0.00592668644642003	29	30	1	TRUE	"neither"	16	13	11	0.611111111111111	0.6875	2	0.153846153846154	0.133821108814742
"TGF_BETA_SIGNALING"	"D1"	1.03138702180461	0.385049154440872	0.448576350187456	0.636689013169292	0.0161888846368252	20	"estimable"	44	44	"BMP2;LTBP2;UBE2D3;RHOA;PPP1CA;PPM1A;CDH1;NCOR2;ENG;RAB31"	1.05579877635388	0.379365006390863	0.405557792992348	0.614877944214205	0.017568802589474	27	"estimable"	47	47	"BMP2;SERPINE1;LTBP2;UBE2D3;FKBP1A;RHOA;PPP1CA;PPM1A;CDH1;NCOR2;HDAC1;ENG;RAB31;CTNNB1;SMAD1;TJP1;SPTBN1"	0.0244117545492701	30	31	1	TRUE	"neither"	10	17	10	0.588235294117647	0.833333333333333	5	0.294117647058824	0.276624286859837
"TNFA_SIGNALING_VIA_NFKB"	"D1"	0.939116982622991	0.321673699193802	0.632252901160464	0.843003868213952	0.0110104540947143	42	"estimable"	44	44	"BMP2;NAMPT;EHD1;B4GALT1;PDLIM5;TNC;MAP2K3;TRIP10;TNFAIP6;IRS2;RELA;PTX3;CCN1;EFNA1;CD44;NFKB1;DNAJB4;MARCKS;TNFAIP8;B4GALT5;LDLR;TLR2;IL6ST;RIGI"	0.942284827684227	0.310225878983116	0.6491	0.802834210526316	0.0106090906939634	69	"estimable"	47	47	"SOD2;BMP2;SERPINE1;NAMPT;EDN1;EHD1;B4GALT1;PDLIM5;PTPRE;PLAUR;TNC;MAP2K3;TRIP10;TNFAIP6;IRS2;CCL20;IL18;RELA;PTX3;VEGFA;CCN1;SDC4;EFNA1;CD44;NFKB1;DNAJB4;PLAU;MARCKS;CXCL6;TNFAIP8;TNIP1;B4GALT5;LDLR;TLR2;IL6ST;RHOB;RIGI"	0.00316784506123602	33	36	3	TRUE	"neither"	24	37	24	0.648648648648649	1	13	0.351351351351351	0.376241642043478
"UNFOLDED_PROTEIN_RESPONSE"	"D1"	1.30158652025657	0.437029322820341	0.033996600339966	0.106846458211322	0.0769581592091491	54	"estimable"	44	44	"PAIP1;EEF2;KHSRP;EIF4A3;TARS1;FUS;STC2;NPM1;DNAJA4;SHC1;SEC31A;LSM4;EIF4A1;EIF4G1;SLC7A5;EIF4A2;RPS14;LSM1;HYOU1;DCTN1;EIF4E;EIF2S1;IARS1;HSPA5;HSP90B1;SRPRA;DKC1;PDIA6"	1.22032312861872	0.402185836035385	0.0781078107810781	0.203948172595037	0.0495841253138098	68	"estimable"	47	47	"IGFBP1;PAIP1;EEF2;KHSRP;EIF4A3;TARS1;FUS;STC2;BAG3;NPM1;DNAJA4;SHC1;SEC31A;LSM4;EIF4A1;EIF4G1;SLC7A5;EIF4A2;RPS14;LSM1;HYOU1;DCTN1;EIF4E;EIF2S1;IARS1;HSPA5;HSP90B1;VEGFA;SRPRA;DKC1;PDIA6"	-0.08126339163785	14	18	4	TRUE	"neither"	28	31	28	0.903225806451613	1	3	0.0967741935483871	0.111310573112401
"UV_RESPONSE_DN"	"D1"	0.755027920781631	0.255389621782369	0.928407159284072	0.972617024011885	0.00400627661611152	49	"estimable"	44	44	"COL1A2;COL1A1;EFEMP1;SRI;COL3A1;NOTCH2;NRP1;PDLIM5;MAPK14;MAP1B;ATRN;SLC7A1;CCN1;FBLN5;NFKB1;PRKCA;LDLR;GRK5;PIK3CD;CELF2;COL5A2;NEK7;WDR37"	0.941317298810231	0.312387461596952	0.6408	0.802834210526316	0.0108030897000769	61	"estimable"	47	47	"COL1A2;COL1A1;EFEMP1;SERPINE1;SRI;COL3A1;NOTCH2;NRP1;MGMT;ZMIZ1;PDLIM5;MAPK14;SCAF8;TGFBR3;RASA2;MAP1B;ATRN;SLC7A1;CCN1;ANXA2;FBLN5;NFKB1;PRKCA;LDLR;GRK5;ANXA4;TJP1;PIK3CD;CELF2;COL5A2;NEK7;WDR37"	0.1862893780286	42	38	-4	TRUE	"neither"	23	32	23	0.71875	1	9	0.28125	0.283185503052359
"UV_RESPONSE_UP"	"D1"	1.02480729285511	0.341419221999764	0.435656434356564	0.636689013169292	0.0164205735977061	60	"estimable"	44	44	"SPR;BMP2;TST;YKT6;PDAP1;STIP1;IGFBP2;EIF5;TARS1;PPAT;HMOX1;OLFM1;SULT1A1;EIF2S3"	1.08260201306689	0.353423635410629	0.2853	0.515734615384615	0.0228372141395502	78	"estimable"	47	47	"PDLIM3;SPR;SOD2;BMP2;TST;YKT6;PDAP1;STIP1;IGFBP2;EIF5;TARS1;PPAT;HMOX1;OLFM1;FKBP4"	0.0577947202117801	31	28	-3	TRUE	"neither"	14	15	12	0.705882352941177	0.857142857142857	3	0.2	0.216482060900309
"WNT_BETA_CATENIN_SIGNALING"	"D1"	NA	NA	NA	NA	NA	7	"coverage_outside_original_15_to_500"	44	44	NA	NA	NA	NA	NA	NA	14	"coverage_outside_original_15_to_500"	47	47	NA	NA	NA	NA	NA	NA	"not_comparable"	0	0	0	NA	NA	0	NA	NA
